"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2015","Carlos Villanueva","Cardinals","4","3","2","35","0","61.0","8.11","3.10","0.89",".265","80.5 %","42.4 %","9.1 %","2.95","3.74","4.06","0.2","4138"
"2014","Jamey Wright","Dodgers","5","4","1","60","0","68.1","6.72","3.29","0.40",".308","68.2 %","56.0 %","6.0 %","4.35","3.48","3.82","0.2","715"
"2015","Arquimedes Caminero","Pirates","5","1","0","73","0","74.2","8.80","3.50","0.84",".276","76.0 %","47.6 %","11.7 %","3.62","3.80","3.77","0.2","8992"
"2004","Cal Eldred","Cardinals","4","2","1","52","0","67.0","7.25","2.28","1.48",".302","78.8 %","37.3 %","13.4 %","3.76","4.38","3.98","0.2","1653"
"2013","Anthony Varvaro","Braves","3","1","1","62","0","73.1","5.28","3.07","0.37",".278","76.8 %","47.2 %","4.5 %","2.82","3.47","4.19","0.2","2385"
"2016","Randall Delgado","Diamondbacks","5","2","0","79","0","75.0","8.16","4.32","0.96",".309","73.2 %","41.2 %","9.4 %","4.44","4.24","4.74","0.2","5985"
"2014","Justin Wilson","Pirates","3","4","0","70","0","60.0","9.15","4.50","0.60",".285","68.1 %","51.3 %","7.3 %","4.20","3.62","3.88","0.2","4301"
"2009","Lance Cormier","Rays","3","3","2","53","0","77.1","4.19","2.91","0.70",".262","75.6 %","52.5 %","7.5 %","3.26","4.18","4.53","0.2","4346"
"2013","Drew Storen","Nationals","4","2","3","68","0","61.2","8.46","2.77","1.02",".319","67.8 %","40.9 %","9.9 %","4.52","3.62","3.71","0.2","6983"
"2014","Edward Mujica","Red Sox","2","4","8","64","0","60.0","6.45","2.10","0.90",".332","73.7 %","43.0 %","8.7 %","3.90","3.70","3.82","0.2","3970"
"2003","Aaron Fultz","Rangers","1","3","0","64","0","67.1","7.08","3.61","1.20",".322","66.7 %","45.9 %","16.7 %","5.21","4.49","3.92","0.2","1113"
"2002","Mike Lincoln","Pirates","2","4","0","55","0","72.1","6.22","3.36","0.87",".324","81.3 %","50.2 %","11.7 %","3.11","3.96","3.85","0.2","1457"
"2011","Michael Stutes","Phillies","6","2","0","57","0","62.0","8.42","4.06","1.02",".256","78.0 %","32.9 %","8.8 %","3.63","4.07","4.23","0.2","6550"
"2008","Bob Howry","Cubs","7","5","1","72","0","70.2","7.51","1.66","1.66",".344","70.3 %","34.9 %","11.8 %","5.35","4.49","4.15","0.2","237"
"2007","Ryan Dempster","Cubs","2","7","28","66","0","66.2","7.43","4.05","1.08",".271","68.5 %","47.1 %","12.9 %","4.73","4.54","4.15","0.2","517"
"2006","Josh Hancock","Cardinals","3","3","1","62","0","77.0","5.84","2.69","1.05",".254","70.0 %","40.1 %","9.2 %","4.09","4.30","4.57","0.2","1606"
"2015","Bryan Shaw","Indians","3","3","2","74","0","64.0","7.59","2.67","1.13",".279","81.1 %","45.8 %","13.8 %","2.95","4.01","3.72","0.2","8110"
"2009","Aaron Heilman","Cubs","4","4","1","70","0","72.1","8.09","4.23","1.12",".289","76.3 %","41.0 %","11.7 %","4.11","4.37","4.15","0.2","1751"
"2017","Pedro Baez","Dodgers","3","6","0","66","0","64.0","9.00","4.08","1.27",".267","84.7 %","34.6 %","11.3 %","2.95","4.44","4.83","0.2","5420"
"2002","T.J. Tucker","Expos","6","3","4","57","0","61.1","6.16","4.55","0.73",".323","73.1 %","53.3 %","8.9 %","4.11","4.17","4.37","0.2","800"
"2013","Tim Stauffer","Padres","3","1","0","43","0","69.2","8.27","2.58","0.90",".275","73.8 %","50.5 %","14.3 %","3.75","3.55","3.20","0.2","6432"
"2004","Shawn Camp","Royals","2","2","2","42","0","66.2","6.89","2.16","1.35",".314","71.6 %","56.6 %","17.2 %","3.92","4.41","3.70","0.2","1855"
"2010","Brad Thomas","Tigers","6","2","0","47","0","63.1","4.12","3.41","0.43",".293","76.8 %","50.7 %","4.2 %","3.41","4.10","4.86","0.2","757"
"2017","Danny Barnes","Blue Jays","3","6","0","60","0","66.0","8.45","3.27","1.50",".222","81.6 %","32.2 %","12.0 %","3.55","4.58","4.89","0.2","11388"
"2004","Nate Bump","Marlins","2","3","1","48","0","68.0","5.43","3.97","0.66",".312","74.5 %","56.4 %","9.8 %","3.57","4.21","4.32","0.2","1755"
"2009","Phil Coke","Yankees","4","3","2","72","0","60.0","7.35","3.00","1.50",".215","60.8 %","35.4 %","13.5 %","4.50","4.68","4.13","0.2","5535"
"2006","Brendan Donnelly","Angels","6","0","0","62","0","64.0","7.45","3.94","1.13",".270","73.6 %","43.6 %","11.4 %","3.94","4.62","4.53","0.2","1441"
"2010","Shawn Camp","Blue Jays","4","3","2","70","0","72.1","5.72","2.24","1.00",".284","81.9 %","52.0 %","11.1 %","2.99","4.16","3.93","0.2","1855"
"2008","Rafael Betancourt","Indians","3","4","4","69","0","71.0","8.11","3.17","1.39",".311","70.1 %","28.8 %","10.3 %","5.07","4.40","4.37","0.2","177"
"2015","Jared Hughes","Pirates","3","1","0","76","0","67.0","4.84","2.55","0.40",".306","81.7 %","63.7 %","7.5 %","2.28","3.81","4.10","0.2","9325"
"2014","Tom Wilhelmsen","Mariners","3","1","1","55","0","75.1","8.12","3.70","0.72",".200","86.0 %","52.1 %","10.3 %","2.03","3.68","3.59","0.2","9975"
"2010","Fernando Rodney","Angels","4","3","14","72","0","68.0","7.01","4.63","0.53",".313","73.8 %","50.5 %","6.3 %","4.24","4.05","4.42","0.2","494"
"2014","Brad Brach","Orioles","7","1","0","46","0","62.1","7.80","3.61","0.87",".250","76.2 %","36.4 %","8.1 %","3.18","3.90","4.12","0.2","6627"
"2008","Tyler Yates","Pirates","6","3","1","72","0","73.1","7.73","5.03","0.74",".301","71.3 %","47.9 %","9.1 %","4.66","4.24","4.36","0.2","1527"
"2010","Brandon League","Mariners","9","7","6","70","0","79.0","6.38","3.08","0.80",".256","67.3 %","62.8 %","14.3 %","3.42","3.91","3.52","0.2","3731"
"2003","Felix Rodriguez","Giants","8","2","2","68","0","61.0","6.79","4.28","0.74",".298","83.5 %","35.2 %","6.9 %","3.10","4.21","4.87","0.2","1127"
"2008","Jesus Colome","Nationals","2","2","0","61","0","71.0","6.97","4.94","0.76",".264","69.0 %","32.2 %","7.1 %","4.31","4.50","4.96","0.2","1198"
"2003","Lance Carter","Devil Rays","7","5","26","62","0","79.0","5.35","2.16","1.37",".244","71.6 %","32.4 %","9.7 %","4.33","4.69","5.00","0.2","1592"
"2006","Chad Qualls","Astros","7","3","0","81","0","88.2","5.68","2.84","1.02",".258","75.0 %","60.0 %","14.9 %","3.76","4.50","4.10","0.2","2170"
"2008","Blaine Boyer","Braves","2","6","1","76","0","72.0","8.38","3.13","1.25",".301","57.0 %","46.0 %","12.5 %","5.88","4.20","3.86","0.2","2237"
"2004","Phil Norton","Reds","2","5","0","69","0","65.2","6.58","5.21","0.69",".325","67.3 %","58.0 %","10.0 %","5.07","4.40","4.50","0.2","1714"
"2013","Cesar Ramos","Rays","2","2","1","48","0","67.1","7.08","2.94","0.80",".293","72.3 %","40.9 %","8.2 %","4.14","3.70","4.02","0.2","3357"
"2017","Richard Bleier","Orioles","2","1","0","57","0","63.1","3.69","1.85","0.85",".259","79.3 %","68.8 %","14.0 %","1.99","4.37","4.35","0.2","7803"
"2017","Mike Montgomery","Cubs","2","3","3","30","0","61.1","6.46","4.99","0.44",".249","81.2 %","56.2 %","7.5 %","2.49","4.22","4.74","0.2","4869"
"2009","Matt Guerrier","Twins","5","1","1","79","0","76.1","5.54","1.89","1.18",".211","85.9 %","42.3 %","10.8 %","2.36","4.35","4.25","0.2","2061"
"2010","Todd Coffey","Brewers","2","4","0","69","0","62.1","8.09","3.32","1.16",".310","63.9 %","47.6 %","11.9 %","4.76","4.20","3.85","0.2","2467"
"2005","Pete Walker","Blue Jays","5","4","2","37","0","63.1","5.12","3.84","0.85",".269","84.0 %","48.8 %","8.6 %","2.98","4.44","4.73","0.2","1325"
"2006","Joe Beimel","Dodgers","2","1","2","62","0","70.0","3.86","2.70","0.90",".266","80.1 %","56.8 %","9.3 %","2.96","4.49","4.70","0.2","979"
"2006","Randy Messenger","Marlins","2","7","0","59","0","60.1","6.71","3.58","1.19",".325","64.1 %","38.4 %","9.4 %","5.67","4.62","4.88","0.2","2658"
"2012","John Axford","Brewers","5","8","35","75","0","69.1","12.07","5.06","1.30",".307","68.2 %","46.3 %","19.2 %","4.67","4.06","3.29","0.2","9059"
"2006","Scott Eyre","Cubs","1","3","0","74","0","61.1","10.71","4.40","1.61",".329","87.3 %","41.8 %","18.3 %","3.38","4.57","3.61","0.2","1300"
"2012","Ramon Ramirez","Mets","3","4","1","58","0","63.2","7.35","4.95","0.57",".290","68.7 %","46.7 %","5.6 %","4.24","3.93","4.77","0.2","7986"
"2008","Dan Wheeler","Rays","5","6","13","70","0","66.1","7.19","2.98","1.36",".190","78.9 %","28.4 %","10.1 %","3.12","4.49","4.50","0.2","120"
"2010","Ryan Perry","Tigers","3","5","2","60","0","62.2","6.46","3.30","0.86",".269","76.4 %","44.2 %","8.1 %","3.59","4.23","4.42","0.2","8799"
"2002","Ricky Stone","Astros","3","3","1","78","0","77.1","7.33","3.96","1.05",".303","76.7 %","56.6 %","16.4 %","3.61","4.20","3.68","0.2","576"
"2004","Ron Villone","Mariners","6","4","0","46","0","64.0","7.31","4.64","0.70",".223","73.4 %","39.2 %","7.1 %","2.95","4.41","4.95","0.2","1010"
"2008","Mike Lincoln","Reds","2","5","0","64","0","70.1","7.29","3.07","1.28",".276","70.9 %","52.4 %","15.9 %","4.48","4.51","3.84","0.1","1457"
"2009","Guillermo Mota","Dodgers","3","4","0","61","0","65.1","5.37","3.31","0.83",".236","77.5 %","36.2 %","6.5 %","3.44","4.43","5.10","0.1","1467"
"2014","Jean Machi","Giants","7","1","2","71","0","66.1","6.92","2.44","0.68",".230","79.0 %","52.0 %","10.2 %","2.58","3.43","3.37","0.1","3220"
"2003","Mike Remlinger","Cubs","6","5","0","73","0","69.0","10.83","5.09","1.43",".259","81.7 %","36.0 %","15.7 %","3.65","4.48","3.89","0.1","111"
"2010","Chad Durbin","Phillies","4","1","0","64","0","68.2","8.26","3.54","0.92",".296","77.5 %","42.4 %","9.0 %","3.80","3.97","4.03","0.1","1442"
"2009","Jason Jennings","Rangers","2","4","1","44","0","61.0","6.49","4.13","1.03",".314","75.7 %","43.8 %","9.6 %","4.13","4.62","4.70","0.1","434"
"2012","Tom Gorzelanny","Nationals","4","2","1","44","0","68.1","7.51","3.69","0.79",".281","78.7 %","42.0 %","8.2 %","2.90","3.88","4.31","0.1","6244"
"2005","Giovanni Carrara","Dodgers","7","4","0","72","0","75.2","6.66","4.52","0.71",".268","73.6 %","39.8 %","6.5 %","3.93","4.32","4.96","0.1","643"
"2007","Dave Borkowski","Astros","5","3","1","64","0","71.2","7.91","4.27","1.00",".315","66.2 %","43.1 %","9.8 %","5.15","4.52","4.51","0.1","2002"
"2007","David Riske","Royals","1","4","4","65","0","69.2","6.72","3.49","1.03",".264","90.0 %","41.4 %","9.5 %","2.45","4.45","4.47","0.1","402"
"2013","Edward Mujica","Cardinals","2","1","37","65","0","64.2","6.40","0.70","1.25",".263","86.1 %","45.2 %","11.7 %","2.78","3.71","3.53","0.1","3970"
"2011","Francisco Cordero","Reds","5","3","37","68","0","69.2","5.43","2.84","0.78",".214","82.3 %","50.0 %","8.7 %","2.45","4.02","4.14","0.1","1243"
"2009","Danys Baez","Orioles","4","6","0","59","0","71.2","5.02","2.76","1.00",".232","66.8 %","60.9 %","13.8 %","4.02","4.56","4.17","0.1","367"
"2014","Brad Ziegler","Diamondbacks","5","3","1","68","0","67.0","7.25","3.22","0.67",".282","72.5 %","63.8 %","13.5 %","3.49","3.70","3.41","0.1","7293"
"2010","Matt Albers","Orioles","5","3","0","62","0","75.2","5.83","4.04","0.71",".303","69.1 %","56.3 %","8.6 %","4.52","4.24","4.34","0.1","4300"
"2005","Lance Cormier","Diamondbacks","7","3","0","67","0","79.1","7.15","4.88","0.79",".332","67.6 %","49.6 %","10.8 %","5.11","4.39","4.38","0.1","4346"
"2015","Steve Geltz","Rays","2","6","2","68","0","63.1","8.38","3.55","1.14",".219","68.0 %","31.7 %","9.3 %","3.84","4.19","4.55","0.1","8402"
"2016","Michael Tonkin","Twins","3","2","0","65","0","71.2","10.05","3.01","1.63",".344","68.7 %","34.1 %","16.0 %","5.02","4.40","3.93","0.1","10315"
"2009","Edward Mujica","Padres","3","4","2","63","0","77.0","7.01","1.87","1.40",".284","76.1 %","37.2 %","11.4 %","3.51","4.19","3.95","0.1","3970"
"2011","Jeremy Affeldt","Giants","3","2","3","67","0","61.2","7.88","3.50","0.73",".244","77.9 %","62.1 %","13.5 %","2.63","3.69","3.39","0.1","583"
"2010","Matt Guerrier","Twins","5","7","1","74","0","71.0","5.32","2.79","0.89",".231","74.4 %","46.5 %","8.5 %","3.17","4.23","4.36","0.1","2061"
"2002","Todd Van Poppel","Rangers","3","2","1","50","0","72.2","10.53","3.59","1.73",".340","73.6 %","34.3 %","16.5 %","5.45","4.45","3.56","0.1","1284"
"2004","Scott Sullivan","Royals","3","4","0","49","0","60.1","6.71","3.58","1.19",".344","75.4 %","32.7 %","9.1 %","4.77","4.82","5.17","0.1","357"
"2016","Kevin Siegrist","Cardinals","6","3","3","67","0","61.2","9.63","3.79","1.46",".221","89.1 %","34.0 %","14.1 %","2.77","4.43","4.24","0.1","8180"
"2010","Brian Sanches","Marlins","2","2","0","61","0","63.2","7.63","3.82","0.99",".218","83.3 %","32.5 %","8.0 %","2.26","4.13","4.39","0.1","2739"
"2017","Ryan Pressly","Twins","2","3","0","57","0","61.1","8.95","2.79","1.47",".264","66.7 %","50.6 %","18.5 %","4.70","4.36","3.81","0.1","7005"
"2004","David Riske","Indians","7","3","5","72","0","77.1","9.08","4.77","1.28",".284","82.8 %","35.2 %","11.5 %","3.72","4.55","4.46","0.1","402"
"2012","Chad Gaudin","Marlins","4","2","0","46","0","69.1","7.40","3.37","0.78",".314","67.0 %","40.8 %","8.3 %","4.54","3.83","4.23","0.1","1783"
"2016","Jonathan Broxton","Cardinals","4","2","0","66","0","60.2","8.46","3.56","1.04",".268","67.9 %","48.0 %","14.6 %","4.30","4.10","3.92","0.1","4759"
"2007","Brad Hennessey","Giants","4","5","19","69","0","68.1","5.27","3.03","0.92",".276","80.3 %","46.3 %","9.6 %","3.42","4.54","4.55","0.1","3720"
"2006","Chad Gaudin","Athletics","4","2","2","55","0","64.0","5.06","5.91","0.42",".247","78.0 %","39.5 %","3.4 %","3.09","4.65","5.95","0.1","1783"
"2006","Chris Ray","Orioles","4","4","33","61","0","66.0","6.95","3.68","1.36",".197","86.4 %","35.3 %","11.2 %","2.73","4.84","4.77","0.1","6315"
"2006","Chad Cordero","Nationals","7","4","29","68","0","73.1","8.47","2.70","1.60",".230","86.6 %","35.3 %","12.5 %","3.19","4.59","4.28","0.1","1816"
"2012","Joaquin Benoit","Tigers","5","3","2","73","0","71.0","10.65","2.79","1.77",".269","81.7 %","35.8 %","18.2 %","3.68","4.26","3.29","0.1","1437"
"2014","Dale Thayer","Padres","4","5","0","70","0","65.1","8.54","2.20","1.24",".250","89.0 %","39.1 %","12.5 %","2.34","3.85","3.42","0.1","5032"
"2012","Chris Resop","Pirates","1","4","1","61","0","73.2","5.62","2.93","0.73",".298","73.0 %","50.4 %","7.1 %","3.91","3.96","4.60","0.1","3799"
"2011","Guillermo Mota","Giants","2","2","1","52","0","80.1","8.63","3.36","1.12",".285","77.5 %","40.8 %","11.8 %","3.81","3.92","3.63","0.1","1467"
"2015","Robbie Ross Jr.","Red Sox","0","2","6","54","0","60.2","7.86","2.97","1.04",".295","74.8 %","49.7 %","15.2 %","3.86","4.02","3.64","0.1","6819"
"2011","Juan Oviedo","Marlins","1","4","36","68","0","64.1","7.69","2.94","1.12",".268","72.3 %","32.6 %","8.6 %","4.06","3.96","4.16","0.1","2886"
"2014","Tommy Kahnle","Rockies","2","1","0","54","0","68.2","8.26","4.06","0.92",".240","60.1 %","47.1 %","10.4 %","4.19","4.02","3.90","0.1","11384"
"2017","Wade LeBlanc","Pirates","5","2","1","50","0","68.0","7.15","2.25","1.32",".269","69.1 %","45.9 %","15.4 %","4.50","4.28","4.06","0.1","5221"
"2003","Chris Spurling","Tigers","1","3","3","66","0","77.0","4.44","2.57","1.05",".272","67.5 %","39.0 %","10.6 %","4.68","4.54","4.63","0.1","1668"
"2009","Tyler Clippard","Nationals","4","2","0","41","0","60.1","9.99","4.77","1.34",".197","86.9 %","29.8 %","11.1 %","2.69","4.46","4.28","0.1","5640"
"2010","Mitchell Boggs","Cardinals","2","3","0","61","0","67.1","6.95","3.61","0.67",".279","73.8 %","52.8 %","8.2 %","3.61","3.88","4.02","0.1","3344"
"2011","Aaron Crow","Royals","4","4","0","57","0","62.0","9.44","4.50","1.16",".290","88.2 %","52.1 %","17.8 %","2.76","4.11","3.34","0.1","10149"
"2009","Fernando Rodney","Tigers","2","5","37","73","0","75.2","7.26","4.88","0.95",".284","73.7 %","57.9 %","11.8 %","4.40","4.56","4.37","0.1","494"
"2016","Travis Wood","Cubs","4","0","0","77","0","61.0","6.93","3.54","1.18",".215","78.2 %","37.4 %","11.0 %","2.95","4.54","4.83","0.1","9884"
"2012","Alfredo Aceves","Red Sox","2","10","25","69","0","84.0","8.04","3.32","1.18",".290","65.0 %","37.0 %","11.1 %","5.36","4.33","4.36","0.1","5164"
"2017","Daniel Hudson","Pirates","2","7","0","71","0","61.2","9.63","4.82","1.02",".313","71.6 %","43.3 %","11.9 %","4.38","4.34","4.57","0.1","7146"
"2010","Brad Ziegler","Athletics","3","7","0","64","0","60.2","6.08","4.15","0.59",".276","76.8 %","54.4 %","8.2 %","3.26","4.12","4.25","0.1","7293"
"2009","Ryan Perry","Tigers","0","1","0","53","0","61.2","8.76","5.55","1.02",".293","76.3 %","41.5 %","10.4 %","3.79","4.52","4.47","0.1","8799"
"2013","Dale Thayer","Padres","3","5","1","69","0","65.0","8.86","3.05","1.11",".293","80.8 %","41.2 %","12.3 %","3.32","3.79","3.55","0.1","5032"
"2004","Jay Witasick","Padres","0","1","1","44","0","61.2","8.32","3.79","1.17",".282","76.9 %","45.3 %","13.3 %","3.21","4.20","3.90","0.1","1138"
"2009","Angel Guzman","Cubs","3","3","1","55","0","61.0","6.93","3.39","1.18",".199","83.6 %","47.9 %","12.3 %","2.95","4.44","4.14","0.1","2145"
"2011","Cristhian Martinez","Braves","1","3","0","46","0","77.2","6.72","2.20","0.93",".218","71.9 %","47.6 %","10.7 %","3.36","3.72","3.59","0.1","5337"
"2006","Saul Rivera","Nationals","3","0","1","54","0","60.1","6.12","4.77","0.60",".281","74.9 %","46.1 %","6.0 %","3.43","4.44","5.14","0.1","2027"
"2005","Vinnie Chulk","Blue Jays","0","1","0","62","0","72.0","4.88","3.25","1.13",".261","75.2 %","41.7 %","10.1 %","3.88","4.69","4.77","0.1","1838"
"2004","Jorge Julio","Orioles","2","5","22","65","0","69.0","9.13","5.09","1.43",".262","77.1 %","40.8 %","13.6 %","4.57","4.92","4.51","0.0","148"
"2013","Alfredo Simon","Reds","6","4","1","63","0","87.2","6.47","2.67","0.82",".236","78.2 %","45.3 %","8.6 %","2.87","3.96","4.22","0.0","2155"
"2009","Renyel Pinto","Marlins","4","1","0","73","0","61.1","8.51","6.60","0.59",".295","79.5 %","43.5 %","5.6 %","3.23","4.35","5.02","0.0","2180"
"2002","Tony Fiore","Twins","9","2","0","46","0","80.2","5.36","4.02","1.00",".220","86.1 %","34.2 %","8.3 %","2.79","4.75","5.15","0.0","726"
"2007","Carlos Villanueva","Brewers","6","3","1","53","0","79.1","8.39","4.08","1.36",".271","71.1 %","36.2 %","10.9 %","4.76","4.82","4.59","0.0","4138"
"2017","Craig Stammen","Padres","2","3","0","60","0","80.1","8.29","3.14","1.34",".263","85.0 %","51.6 %","17.4 %","3.14","4.38","3.96","0.0","7274"
"2004","Joe Roa","Twins","2","3","0","48","0","70.0","6.04","3.09","1.16",".322","74.7 %","42.9 %","10.8 %","4.50","4.62","4.63","0.0","969"
"2008","John Grabow","Pirates","6","3","4","74","0","76.0","7.34","4.38","1.07",".239","85.5 %","39.6 %","10.6 %","2.84","4.54","4.47","0.0","1848"
"2010","Edward Mujica","Padres","2","1","0","59","0","69.2","9.30","0.78","1.81",".256","79.3 %","44.7 %","17.7 %","3.62","3.88","2.65","0.0","3970"
"2014","Jared Burton","Twins","3","5","3","68","0","64.0","6.47","3.52","0.84",".271","67.0 %","38.5 %","7.5 %","4.36","4.23","4.55","0.0","8346"
"2012","Jerry Blevins","Athletics","5","1","1","63","0","65.1","7.44","3.44","0.96",".224","84.4 %","38.5 %","9.5 %","2.48","4.21","4.48","0.0","7841"
"2014","Grant Balfour","Rays","2","6","12","65","0","62.1","8.23","5.92","0.43",".274","65.7 %","43.8 %","5.1 %","4.91","3.95","4.49","0.0","718"
"2008","Mark Lowe","Mariners","1","5","1","57","0","63.2","7.77","4.81","0.85",".353","66.9 %","44.6 %","8.5 %","5.37","4.42","4.66","0.0","7416"
"2016","Dustin McGowan","Marlins","1","3","1","55","0","67.0","8.46","4.43","0.94",".241","78.2 %","54.4 %","13.7 %","2.82","4.19","4.10","0.0","8600"
"2004","Tyler Walker","Giants","5","1","1","52","0","63.2","6.79","3.39","1.13",".314","76.1 %","41.8 %","10.7 %","4.24","4.35","4.39","0.0","901"
"2011","Matt Albers","Red Sox","4","4","0","56","0","64.2","9.46","4.31","0.97",".309","71.4 %","46.4 %","11.1 %","4.73","4.00","3.82","0.0","4300"
"2008","Alan Embree","Athletics","2","5","0","70","0","61.2","8.32","4.38","1.17",".295","68.9 %","44.6 %","10.4 %","4.96","4.53","4.49","0.0","1030"
"2013","Adam Warren","Yankees","2","2","1","32","0","69.0","7.30","3.52","1.17",".319","83.9 %","46.2 %","13.6 %","3.52","4.34","3.95","0.0","9029"
"2016","Joakim Soria","Royals","5","8","1","70","0","66.2","9.18","3.65","1.35",".323","80.0 %","50.0 %","17.5 %","4.05","4.36","3.84","0.0","6941"
"2012","Jose Arredondo","Reds","6","2","1","66","0","61.0","9.15","5.02","1.03",".270","78.5 %","45.4 %","12.5 %","2.95","4.27","4.13","0.0","4722"
"2007","Doug Brocail","Padres","5","1","0","67","0","76.2","5.05","2.82","0.94",".240","73.0 %","42.4 %","8.2 %","3.05","4.49","4.72","0.0","551"
"2012","Kameron Loe","Brewers","6","5","2","70","0","68.1","7.24","2.63","1.19",".319","67.9 %","57.3 %","18.0 %","4.61","4.21","3.57","0.0","4422"
"2016","Tony Cingrani","Reds","2","5","17","65","0","63.0","7.00","5.29","0.71",".277","73.6 %","46.6 %","7.5 %","4.14","4.53","5.27","0.0","12555"
"2007","Shawn Chacon","Pirates","4","3","1","60","0","76.2","7.28","4.23","1.06",".287","83.0 %","41.6 %","10.1 %","3.52","4.79","4.72","0.0","424"
"2005","Ryan Vogelsong","Pirates","2","2","0","44","0","81.1","5.75","4.43","0.55",".292","70.7 %","42.8 %","5.4 %","4.43","4.31","5.07","0.0","1011"
"2006","Jose Capellan","Brewers","4","2","0","61","0","71.2","7.28","3.89","1.38",".261","74.2 %","32.1 %","12.0 %","4.40","4.95","4.76","0.0","2236"
"2014","Anthony Swarzak","Twins","2","1","0","46","0","68.0","5.16","3.04","0.66",".296","70.5 %","45.9 %","6.1 %","4.10","3.96","4.49","0.0","7466"
"2015","Brad Boxberger","Rays","4","10","41","69","0","63.0","10.57","4.57","1.29",".292","78.3 %","36.3 %","13.2 %","3.71","4.26","4.00","0.0","10133"
"2015","Yusmeiro Petit","Giants","1","0","1","41","0","70.0","7.33","1.80","1.29",".279","79.4 %","31.3 %","9.8 %","3.47","3.96","4.26","0.0","4020"
"2004","Matt Herges","Giants","4","5","23","70","0","65.1","5.37","2.89","1.10",".357","68.1 %","43.0 %","9.0 %","5.23","4.55","4.89","0.0","780"
"2006","Jason Grilli","Tigers","2","3","0","51","0","62.0","4.50","3.63","0.87",".271","72.6 %","47.1 %","7.6 %","4.21","4.86","5.39","0.0","521"
"2003","D.J. Carrasco","Royals","6","5","2","48","0","72.0","6.25","4.12","1.00",".307","72.3 %","51.6 %","12.9 %","4.87","4.75","4.57","0.0","1666"
"2004","Justin Duchscherer","Athletics","7","6","0","53","0","96.1","5.51","2.99","1.21",".249","81.9 %","42.0 %","11.2 %","3.27","4.73","4.69","0.0","910"
"2006","Darren Oliver","Mets","4","1","0","45","0","81.0","6.67","2.33","1.44",".242","80.5 %","48.6 %","15.1 %","3.44","4.64","4.05","0.0","206"
"2010","Aaron Heilman","Diamondbacks","5","8","6","70","0","72.0","6.88","3.25","1.13",".290","73.3 %","35.6 %","9.1 %","4.50","4.47","4.52","0.0","1751"
"2002","Esteban Yan","Devil Rays","7","8","19","55","0","69.0","6.91","3.78","1.30",".286","76.1 %","41.8 %","13.2 %","4.30","4.70","4.34","0.0","1236"
"2017","Luke Gregerson","Astros","2","3","1","65","0","61.0","10.33","2.95","1.92",".306","79.9 %","50.0 %","23.6 %","4.57","4.62","3.45","0.0","4090"
"2016","Tony Watson","Pirates","2","5","15","70","0","67.2","7.71","2.66","1.33",".232","80.3 %","43.8 %","14.1 %","3.06","4.37","4.20","0.0","3132"
"2011","Tony Sipp","Indians","6","3","0","69","0","62.1","8.23","3.47","1.44",".219","85.5 %","25.9 %","10.0 %","3.03","4.44","4.37","0.0","8280"
"2008","Jensen Lewis","Indians","0","4","13","51","0","66.0","7.09","3.68","1.09",".300","80.0 %","35.3 %","9.8 %","3.82","4.59","4.65","0.0","3384"
"2003","Jesus Colome","Devil Rays","3","7","2","54","0","74.0","8.39","5.59","1.09",".290","76.9 %","29.1 %","9.1 %","4.50","4.73","5.10","0.0","1198"
"2017","Jose Torres","Padres","7","4","1","62","0","68.1","8.30","2.11","1.71",".266","75.6 %","35.4 %","14.4 %","4.21","4.66","4.53","0.0","14957"
"2004","Duaner Sanchez","Dodgers","3","1","0","67","0","80.0","4.95","3.04","1.01",".281","78.9 %","51.9 %","10.8 %","3.38","4.65","4.66","0.0","1518"
"2004","Neal Cotts","White Sox","4","3","0","55","0","63.0","8.14","4.14","1.57",".266","64.7 %","44.1 %","18.0 %","5.29","5.03","4.14","0.0","1797"
"2005","Tanyon Sturtze","Yankees","5","3","1","63","0","74.1","5.33","2.91","1.09",".276","70.5 %","47.5 %","10.2 %","4.48","4.58","4.64","-0.1","1230"
"2014","Carlos Torres","Mets","8","6","2","72","0","92.0","8.80","3.52","1.08",".305","82.0 %","47.0 %","12.5 %","3.23","3.97","3.60","-0.1","7624"
"2016","Vance Worley","Orioles","1","1","1","31","0","64.2","5.43","3.48","1.11",".291","84.2 %","47.8 %","11.6 %","3.20","4.80","4.97","-0.1","6435"
"2006","Ron Villone","Yankees","3","3","0","70","0","80.1","8.07","5.71","1.01",".288","69.9 %","30.7 %","8.0 %","5.04","4.86","5.37","-0.1","1010"
"2010","Kyle McClellan","Cardinals","1","4","2","68","0","75.1","7.17","2.75","1.08",".231","89.6 %","50.7 %","11.7 %","2.27","4.07","3.77","-0.1","4845"
"2006","Brandon McCarthy","White Sox","3","6","0","51","0","75.1","6.81","3.70","1.67",".259","74.9 %","39.6 %","13.9 %","4.78","5.28","4.75","-0.1","4662"
"2003","Steve Sparks","Tigers","0","6","2","42","0","89.2","4.92","3.41","1.10",".291","64.3 %","43.3 %","10.6 %","4.72","4.77","4.87","-0.1","499"
"2003","Carlos Silva","Phillies","3","1","1","61","0","83.1","4.64","3.78","0.76",".297","74.9 %","51.7 %","8.8 %","4.32","4.64","4.95","-0.1","973"
